date,AAPL,FB,JPM,MSFT,NVDA
2016-06-24,23.35,112.08,59.6,49.83,11.4325
2016-06-23,24.025,115.08,64.05,51.91,12.1225
2016-06-22,23.8875,113.91,62.71,50.99,11.8075
2016-06-21,23.9775,114.38,62.95,51.19,11.8175
2016-06-20,23.775,113.37,62.37,50.07,11.89
2016-06-17,23.8325,113.02,62.28,50.13,11.68
2016-06-16,24.3875,114.39,62.22,50.39,11.8875
2016-06-15,24.285,114.6,61.97,49.69,11.84
2016-06-14,24.365,114.94,62.08,49.83,11.72
2016-06-13,24.335,113.95,63.27,50.14,11.6975
2016-06-10,24.7075,116.62,63.84,51.48,11.55
2016-06-09,24.9125,118.56,64.75,51.62,11.845
2016-06-08,24.735,118.39,65.25,52.04,11.545
2016-06-07,24.7575,117.76,65.06,52.1,11.5825
2016-06-06,24.6575,118.79,65.28,52.13,11.56
2016-06-03,24.48,118.47,64.64,51.79,11.62
2016-06-02,24.43,118.93,65.81,52.48,11.785
2016-06-01,24.615,118.78,65.69,52.85,11.7025
2016-05-31,24.965,118.81,65.27,53.0,11.68
2016-05-27,25.0875,119.38,65.43,52.32,11.475
2016-05-26,25.1025,119.47,65.03,51.89,11.4125
2016-05-25,24.905,117.89,65.52,52.12,11.2925
2016-05-24,24.475,117.7,64.54,51.59,11.34
2016-05-23,24.1075,115.97,63.46,50.03,11.1
2016-05-20,23.805,117.35,63.51,50.62,11.0825
2016-05-19,23.55,116.81,63.39,50.32,10.8875
2016-05-18,23.64,117.65,64.04,50.81,10.84
2016-05-17,23.3725,117.35,61.66,50.51,10.57
2016-05-16,23.47,118.67,61.66,51.83,10.5475
2016-05-13,22.63,119.81,61.2,51.08,10.245
2016-05-12,22.585,120.28,61.77,51.51,8.8925
2016-05-11,23.1275,119.52,61.81,51.05,9.015
2016-05-10,23.355,120.5,62.04,51.02,8.99
2016-05-09,23.1975,119.24,61.21,50.07,8.82
2016-05-06,23.18,119.49,61.6,50.39,8.8325
2016-05-05,23.31,117.81,61.24,49.94,8.7425
2016-05-04,23.5475,118.06,61.57,49.87,8.69
2016-05-03,23.795,117.43,62.56,49.78,8.8925
2016-05-02,23.41,118.57,63.79,50.61,9.0
2016-04-29,23.435,117.58,63.2,49.87,8.8825
2016-04-28,23.7075,116.73,63.6,49.9,9.05
2016-04-27,24.455,108.89,64.11,50.94,9.3275
2016-04-26,26.0875,108.76,63.93,51.44,9.12
2016-04-25,26.27,110.1,63.6,52.11,9.1125
2016-04-22,26.42,110.56,63.97,51.78,9.0675
2016-04-21,26.4925,113.44,63.6,55.78,9.1025
2016-04-20,26.7825,112.42,64.24,55.59,9.1125
2016-04-19,26.7275,112.29,63.32,56.39,9.0775
2016-04-18,26.87,110.45,62.27,56.46,9.2425
2016-04-15,27.4625,109.64,61.87,55.65,9.2825
2016-04-14,28.025,110.84,62.59,55.36,9.21
2016-04-13,28.01,110.51,61.79,55.35,9.185
2016-04-12,27.61,110.61,59.28,54.65,8.96
2016-04-11,27.255,108.99,58.2,54.31,8.97
2016-04-08,27.165,110.63,57.74,54.42,8.915
2016-04-07,27.135,113.64,57.32,54.46,8.8575
2016-04-06,27.74,113.71,58.81,55.12,8.95
2016-04-05,27.4525,112.22,58.36,54.56,8.9375
2016-04-04,27.78,112.55,59.2,55.43,8.95
2016-04-01,27.4975,116.06,59.87,55.57,9.0375
2016-03-31,27.2475,114.1,59.22,55.23,8.9075
2016-03-30,27.39,114.7,59.71,55.05,8.94
2016-03-29,26.92,116.14,59.03,54.71,8.8475
2016-03-28,26.2975,113.69,59.4,53.54,8.7075
2016-03-24,26.4175,113.05,59.48,54.21,8.62
2016-03-23,26.5325,112.54,59.94,53.97,8.6075
2016-03-22,26.68,112.25,60.24,54.07,8.4625
2016-03-21,26.4775,111.85,60.46,53.86,8.4775
2016-03-18,26.48,111.45,60.48,53.49,8.4525
2016-03-17,26.45,111.02,58.75,54.66,8.205
2016-03-16,26.4925,112.18,58.92,54.35,8.275
2016-03-15,26.145,110.67,59.2,53.59,8.035
2016-03-14,25.63,109.89,59.12,53.17,8.075
2016-03-11,25.565,109.41,59.34,53.07,8.055
2016-03-10,25.2925,107.32,58.61,52.05,7.92
2016-03-09,25.28,107.51,59.12,52.84,7.9325
2016-03-08,25.2575,105.93,58.78,51.65,7.9375
2016-03-07,25.4675,105.73,59.94,51.03,8.085
2016-03-04,25.7525,108.39,60.05,52.03,8.1375
2016-03-03,25.375,109.58,59.96,52.35,8.1625
2016-03-02,25.1875,109.95,59.76,52.95,8.235
2016-03-01,25.1325,109.82,59.2,52.58,8.1875
2016-02-29,24.1725,106.92,56.3,50.88,7.84
2016-02-26,24.2275,107.92,57.54,51.3,7.92
2016-02-25,24.19,108.07,57.01,52.1,7.9725
2016-02-24,24.025,106.88,56.14,51.36,7.955
2016-02-23,23.6725,105.46,56.12,51.18,7.9
2016-02-22,24.22,107.16,58.57,52.65,7.88
2016-02-19,24.01,104.57,57.82,51.82,7.61
2016-02-18,24.065,103.47,57.81,52.19,7.51
2016-02-17,24.53,105.2,58.77,52.42,6.915
2016-02-16,24.16,101.61,58.35,51.09,6.7475
2016-02-12,23.4975,102.01,57.49,50.5,6.4325
2016-02-11,23.425,101.91,53.07,49.69,6.325
2016-02-10,23.5675,101.0,55.52,49.71,6.3575
2016-02-09,23.7475,99.54,56.2,49.28,6.3725
2016-02-08,23.7525,99.75,56.54,49.41,6.305
2016-02-05,23.505,104.07,57.75,50.16,6.6075
2016-02-04,24.15,110.49,58.4,52.0,7.0525
2016-02-03,24.0875,112.69,57.41,52.16,7.05
2016-02-02,23.62,114.61,57.03,53.0,7.015
2016-02-01,24.1075,115.09,58.86,54.71,7.325
2016-01-29,24.335,112.21,59.5,55.09,7.3225
2016-01-28,23.5225,109.11,57.28,52.055,7.0125
2016-01-27,23.355,94.45,57.04,51.22,7.09
2016-01-26,24.9975,97.34,57.08,52.17,7.175
2016-01-25,24.86,97.01,55.66,51.79,7.105
2016-01-22,25.355,97.94,56.95,52.29,7.1125
2016-01-21,24.075,94.16,55.25,50.48,6.95
2016-01-20,24.1975,94.35,55.51,50.79,6.87
2016-01-19,24.165,95.26,57.01,50.56,6.8325
2016-01-15,24.2825,94.97,57.04,50.99,6.7775
2016-01-14,24.88,98.37,58.2,53.11,7.1675
2016-01-13,24.3475,95.44,57.34,51.64,7.315
2016-01-12,24.99,99.37,58.96,52.78,7.545
2016-01-11,24.6325,97.51,58.83,52.3,7.42
2016-01-08,24.24,97.33,58.92,52.33,7.4075
2016-01-07,24.1125,97.92,60.27,52.17,7.57
2016-01-06,25.175,102.97,62.81,54.05,7.8825
2016-01-05,25.6775,102.73,63.73,55.05,8.2225
2016-01-04,26.3375,102.22,63.62,54.8,8.0925
2015-12-31,26.315,104.66,66.03,55.48,8.24
2015-12-30,26.83,106.22,66.59,56.31,8.3475
2015-12-29,27.185,107.26,67.07,56.55,8.42
2015-12-28,26.705,105.93,66.38,55.95,8.285
2015-12-24,27.0075,105.02,66.6,55.67,8.2925
2015-12-23,27.1525,104.63,66.73,55.82,8.2638
2015-12-22,26.8075,105.51,65.68,55.35,8.2325
2015-12-21,26.8325,104.77,65.54,54.83,8.2238
2015-12-18,26.5075,104.04,64.4,54.13,8.035
2015-12-17,27.245,106.22,66.28,55.7,8.1675
2015-12-16,27.835,106.79,67.53,56.13,8.2925
2015-12-15,27.6225,104.55,66.1,55.2,8.2425
2015-12-14,28.12,104.66,64.27,55.14,8.1425
2015-12-11,28.295,102.12,64.07,54.06,8.1225
2015-12-10,29.0425,105.42,65.61,55.27,8.245
2015-12-09,28.905,104.6,65.46,54.98,8.1775
2015-12-08,29.5575,106.49,65.96,55.79,8.39
2015-12-07,29.57,105.61,67.0,55.81,8.2775
2015-12-04,29.7575,106.18,67.89,55.91,8.4375
2015-12-03,28.8,104.38,65.8,54.2,8.1075
2015-12-02,29.07,106.07,66.66,55.21,8.125
2015-12-01,29.335,107.12,67.61,55.22,8.1875
2015-11-30,29.575,104.24,66.68,54.35,7.93
2015-11-27,29.4525,105.45,67.17,53.93,7.8475
2015-11-25,29.5075,105.41,66.86,53.69,7.7825
2015-11-24,29.72,105.74,66.78,54.25,7.7925
2015-11-23,29.4375,106.95,66.88,54.19,7.73
2015-11-20,29.825,107.32,67.54,54.19,7.8475
2015-11-19,29.695,106.26,67.66,53.94,7.78
2015-11-18,29.3225,107.77,67.45,53.85,7.7575
2015-11-17,28.4225,105.13,66.13,52.97,7.6
2015-11-16,28.5438,104.04,66.51,53.765,7.6
2015-11-13,28.085,103.95,65.56,52.84,7.45
2015-11-12,28.93,108.02,66.0,53.32,7.6
2015-11-11,29.0275,109.01,67.35,53.65,7.6275
2015-11-10,29.1925,107.91,67.68,53.51,7.7025
2015-11-09,30.1425,106.49,67.39,54.16,7.8525
2015-11-06,30.265,107.095,68.46,54.92,7.8875
2015-11-05,30.23,108.76,66.44,54.38,6.9275
2015-11-04,30.5,103.94,65.85,54.4,7.0075
2015-11-03,30.6425,102.58,65.78,54.15,7.125
2015-11-02,30.295,103.31,65.54,53.24,7.175
2015-10-30,29.875,101.97,64.25,52.64,7.0925
2015-10-29,30.1325,104.88,65.21,53.36,6.92
2015-10-28,29.8175,104.2,65.5,53.98,7.1675
2015-10-27,28.6375,103.7,63.64,53.69,7.11
2015-10-26,28.82,103.77,63.9,54.25,7.115
2015-10-23,29.77,102.19,63.87,52.87,7.1475
2015-10-22,28.875,99.67,63.19,48.03,7.1
2015-10-21,28.44,97.11,62.06,47.2,6.8525
2015-10-20,28.4425,97.0,62.52,47.77,6.9425
2015-10-19,27.9325,98.47,62.22,47.62,6.9525
2015-10-16,27.76,97.54,62.43,47.51,6.965
2015-10-15,27.965,95.96,61.89,47.01,6.8575
2015-10-14,27.5525,94.07,59.99,46.68,6.84
2015-10-13,27.9475,94.12,61.55,46.89,6.6
2015-10-12,27.9,94.26,61.72,47.0,6.5875
2015-10-09,28.03,93.24,61.93,47.11,6.5175
2015-10-08,27.375,92.47,62.13,47.45,6.5425
2015-10-07,27.695,92.4,62.13,46.8,6.505
2015-10-06,27.8275,92.8,62.05,46.75,6.4375
2015-10-05,27.695,94.01,62.02,46.63,6.355
2015-10-02,27.595,92.07,60.81,45.57,6.2
2015-10-01,27.395,90.95,61.42,44.61,6.0425
2015-09-30,27.575,89.9,60.97,44.26,6.1625
2015-09-29,27.265,86.67,59.84,43.44,5.9275
2015-09-28,28.11,89.21,59.98,43.29,5.825
2015-09-25,28.6775,92.77,61.47,43.94,5.9025
2015-09-24,28.75,94.41,60.22,43.91,5.86
2015-09-23,28.58,93.97,60.64,43.87,5.75
2015-09-22,28.35,92.96,60.91,43.9,5.7225
2015-09-21,28.8025,95.55,61.45,44.11,5.8825
2015-09-18,28.3625,94.4,60.94,43.48,5.8225
2015-09-17,28.48,94.34,62.65,44.25,5.8275
2015-09-16,29.1025,93.45,64.14,44.3,5.775
2015-09-15,29.07,92.9,63.58,43.98,5.735
2015-09-14,28.8275,92.31,62.38,43.04,5.6725
2015-09-11,28.5525,92.05,62.56,43.48,5.6625
2015-09-10,28.1425,91.98,62.66,43.29,5.645
2015-09-09,27.5375,90.44,62.18,43.07,5.5575
2015-09-08,28.0775,89.53,63.16,43.89,5.67
2015-09-04,27.3175,88.26,61.5,42.61,5.4375
2015-09-03,27.5925,88.15,62.68,43.5,5.5675
2015-09-02,28.085,89.89,62.57,43.36,5.5525
2015-09-01,26.93,87.23,61.45,41.82,5.39
2015-08-31,28.19,89.43,64.1,43.52,5.62
2015-08-28,28.3225,91.01,64.13,43.93,5.6825
2015-08-27,28.23,89.73,64.48,43.9,5.6575
2015-08-26,27.4225,87.19,62.91,42.71,5.4525
2015-08-25,25.935,83.0,59.91,40.47,5.07
2015-08-24,25.78,82.09,60.25,41.68,5.1775
2015-08-21,26.44,86.06,63.6,43.07,5.3675
2015-08-20,28.1625,90.56,65.94,45.66,5.54
2015-08-19,28.7525,95.31,67.6,46.61,5.7475
2015-08-18,29.125,95.17,68.21,47.27,5.77
2015-08-17,29.29,93.93,68.07,47.32,5.8475
2015-08-14,28.99,94.42,67.89,47.0,5.885
2015-08-13,28.7875,93.43,67.55,46.73,5.88
2015-08-12,28.81,94.19,67.24,46.74,5.93
2015-08-11,28.3725,93.62,68.23,46.41,5.915
2015-08-10,29.93,94.15,68.89,47.33,5.945
2015-08-07,28.88,94.3,68.05,46.74,5.745
2015-08-06,28.7825,95.12,68.25,46.62,5.1125
2015-08-05,28.85,96.44,68.73,47.58,5.145
2015-08-04,28.66,94.06,68.46,47.54,5.0925
2015-08-03,29.61,94.14,68.53,46.81,5.0725
2015-07-31,30.325,94.01,68.53,46.7,4.9875
2015-07-30,30.5925,95.21,69.04,46.88,5.005
2015-07-29,30.7475,96.99,68.94,46.29,4.9925
2015-07-28,30.845,95.29,68.05,45.34,4.9325
2015-07-27,30.6925,94.17,68.01,45.35,4.8275
2015-07-24,31.125,96.95,68.91,45.94,4.855
2015-07-23,31.29,95.44,69.64,46.11,4.9125
2015-07-22,31.305,97.04,70.08,45.54,4.8513
2015-07-21,32.6875,98.39,69.1,47.28,4.9475
2015-07-20,33.0175,97.91,69.26,46.92,4.925
2015-07-17,32.405,94.97,69.21,46.62,5.0175
2015-07-16,32.1275,90.85,69.56,46.66,5.0475
2015-07-15,31.705,89.76,69.19,45.76,4.9375
2015-07-14,31.4025,89.68,69.04,45.62,4.9725
2015-07-13,31.415,90.1,68.09,45.54,4.97
2015-07-10,30.82,87.95,67.05,44.61,4.9375
2015-07-09,30.0175,85.88,66.11,44.52,4.8525
2015-07-08,30.6425,85.65,65.43,44.24,4.9125
2015-07-07,31.4225,87.22,66.8,44.3,4.9475
2015-07-06,31.5,87.55,67.33,44.39,5.0425
2015-07-02,31.61,87.285,67.52,44.4,5.105
2015-07-01,31.65,86.91,68.07,44.445,5.1
2015-06-30,31.3563,85.765,67.76,44.15,5.0275
2015-06-29,31.1325,85.8,67.2,44.37,5.03
2015-06-26,31.6875,88.01,68.95,45.26,5.185
2015-06-25,31.875,87.98,68.65,45.65,5.2925
2015-06-24,32.0275,88.86,69.02,45.635,5.2525
2015-06-23,31.7575,87.88,69.75,45.91,5.305
2015-06-22,31.9025,84.74,68.96,46.23,5.4438
2015-06-19,31.65,82.51,68.08,46.1,5.4675
2015-06-18,31.97,82.905,68.78,46.72,5.485
2015-06-17,31.825,81.79,68.14,45.97,5.395
2015-06-16,31.9,81.06,68.37,45.83,5.3325
2015-06-15,31.73,80.71,67.99,45.475,5.2675
2015-06-12,31.7925,81.53,68.25,45.97,5.2775
2015-06-11,32.1475,81.83,68.52,46.44,5.425
2015-06-10,32.22,82.16,68.26,46.61,5.3675
2015-06-09,31.855,80.67,67.18,45.65,5.465
2015-06-08,31.95,80.67,66.89,45.73,5.4375
2015-06-05,32.1625,82.14,67.42,46.14,5.565
2015-06-04,32.34,82.05,66.33,46.36,5.5225
2015-06-03,32.53,82.44,66.7,46.85,5.425
2015-06-02,32.49,80.445,66.02,46.92,5.4838
2015-06-01,32.6338,80.29,66.08,47.23,5.595
2015-05-29,32.57,79.19,65.78,46.86,5.5325
2015-05-28,32.945,80.145,66.2,47.45,5.535
2015-05-27,33.0112,80.55,66.47,47.61,5.46
2015-05-26,32.405,79.335,65.73,46.59,5.1825
2015-05-22,33.135,80.54,66.47,46.9,5.215
2015-05-21,32.8475,80.48,66.65,47.42,5.2225
2015-05-20,32.515,80.55,66.48,47.58,5.26
2015-05-19,32.5175,80.63,67.01,47.58,5.26
2015-05-18,32.5475,80.88,66.42,48.01,5.3175
2015-05-15,32.1925,80.42,65.88,48.295,5.325
2015-05-14,32.2375,81.37,66.05,48.72,5.3225
2015-05-13,31.5025,78.44,65.52,47.625,5.2375
2015-05-12,31.4663,77.46,65.36,47.35,5.2075
2015-05-11,31.58,78.01,65.45,47.37,5.1575
2015-05-08,31.905,78.51,65.49,47.75,5.2063
2015-05-07,31.315,78.425,64.5,46.7,5.6225
2015-05-06,31.2525,78.1,63.92,46.28,5.525
2015-05-05,31.45,77.56,64.4,47.6,5.5075
2015-05-04,32.175,78.81,64.72,48.24,5.6525
2015-05-01,32.2375,78.99,63.61,48.655,5.6875
2015-04-30,31.2875,78.77,63.26,48.64,5.5488
2015-04-29,32.16,80.465,63.6,49.06,5.535
2015-04-28,32.64,80.68,62.76,49.155,5.5763
2015-04-27,33.1625,81.91,62.34,48.03,5.55
2015-04-24,32.57,81.53,62.6,47.87,5.5075
2015-04-23,32.4175,82.41,62.8,43.34,5.555
2015-04-22,32.155,84.63,62.94,42.985,5.5775
2015-04-21,31.7275,83.62,62.31,42.635,5.5138
2015-04-20,31.9,83.09,63.24,42.905,5.5225
2015-04-17,31.1875,80.775,62.84,41.615,5.55
2015-04-16,31.5425,82.31,63.81,42.16,5.6225
2015-04-15,31.695,82.705,64.21,42.255,5.6575
2015-04-14,31.575,83.515,63.04,41.65,5.59
2015-04-13,31.7125,83.01,62.07,41.76,5.6375
2015-04-10,31.775,82.04,61.7,41.72,5.69
2015-04-09,31.64,82.17,61.47,41.48,5.6313
2015-04-08,31.4,82.275,61.05,41.42,5.505
2015-04-07,31.5025,82.32,60.85,41.53,5.465
2015-04-06,31.8375,82.44,60.47,41.545,5.4163
2015-04-02,31.33,81.555,60.52,40.29,5.265
2015-04-01,31.0625,81.665,59.95,40.72,5.2525
2015-03-31,31.1075,82.215,60.58,40.655,5.2313
2015-03-30,31.5925,83.195,60.96,40.96,5.3675
2015-03-27,30.8125,83.3,59.55,40.97,5.345
2015-03-26,31.06,83.01,59.54,41.21,5.2413
2015-03-25,30.845,82.92,59.61,41.46,5.26
2015-03-24,31.6725,85.31,60.46,42.9,5.6
2015-03-23,31.8025,84.43,61.14,42.855,5.6775
2015-03-20,31.475,83.8,61.75,42.88,5.8675
2015-03-19,31.8738,82.75,61.2,42.285,5.8038
2015-03-18,32.1175,80.91,61.75,42.5,5.7175
2015-03-17,31.76,79.365,61.61,41.695,5.8125
2015-03-16,31.2375,78.07,61.85,41.56,5.7425
2015-03-13,30.8975,78.05,61.0,41.38,5.675
2015-03-12,31.1125,78.93,61.37,41.02,5.6675
2015-03-11,30.56,77.57,60.24,41.98,5.72
2015-03-10,31.1275,77.55,59.96,42.03,5.7488
2015-03-09,31.785,79.44,61.5,42.85,5.6525
2015-03-06,31.65,80.005,60.89,42.36,5.6375
2015-03-05,31.6025,81.21,62.0,43.11,5.715
2015-03-04,32.135,80.895,62.13,43.055,5.6075
2015-03-03,32.34,79.6,61.97,43.28,5.545
2015-03-02,32.2725,79.75,61.77,43.88,5.6488
2015-02-27,32.115,78.97,61.28,43.85,5.515
2015-02-26,32.6038,80.41,61.58,44.055,5.55
2015-02-25,32.1975,79.56,61.14,43.99,5.535
2015-02-24,33.0425,78.45,60.82,44.09,5.5775
2015-02-23,33.25,78.84,59.35,44.15,5.54
2015-02-20,32.3738,79.895,59.8,43.855,5.5838
2015-02-19,32.1125,79.42,59.23,43.5,5.5438
2015-02-18,32.1788,76.71,59.37,43.53,5.53
2015-02-17,31.9575,75.6,60.1,43.58,5.5938
2015-02-13,31.77,75.74,59.67,43.87,5.5775
2015-02-12,31.615,76.23,59.57,43.09,5.575
2015-02-11,31.22,76.51,58.37,42.37,5.2025
2015-02-10,30.505,75.19,58.46,42.6,5.2375
2015-02-09,29.93,74.44,57.82,42.36,5.095
2015-02-06,29.7325,74.47,57.89,42.41,5.1
2015-02-05,29.985,75.615,56.77,42.45,5.1213
2015-02-04,29.89,75.63,56.38,41.84,5.04
2015-02-03,29.6625,75.4,56.72,41.6,5.0275
2015-02-02,29.6575,74.99,55.47,41.28,4.905
2015-01-30,29.29,75.91,54.38,40.4,4.8012
2015-01-29,29.725,78.0,55.67,42.01,4.945
2015-01-28,28.8275,76.24,54.75,41.19,4.8275
2015-01-27,27.285,75.78,56.2,42.66,4.9075
2015-01-26,28.275,77.495,56.77,47.01,5.1537
2015-01-23,28.245,77.83,56.68,47.18,5.1775
2015-01-22,28.1,77.65,57.59,47.13,5.1625
2015-01-21,27.3875,76.74,55.89,45.92,5.075
2015-01-20,27.18,76.24,55.71,46.39,5.005
2015-01-16,26.4975,75.18,55.93,46.24,4.99
2015-01-15,26.705,74.05,54.99,45.48,4.9
2015-01-14,27.45,76.28,56.81,45.955,4.935
2015-01-13,27.555,76.45,58.84,46.355,4.9138
2015-01-12,27.3125,76.72,58.83,46.6,4.9225
2015-01-09,28.0025,77.74,59.34,47.19,4.985
2015-01-08,27.9725,78.175,60.39,47.59,4.965
2015-01-07,26.9375,76.15,59.07,46.23,4.7838
2015-01-06,26.565,76.15,58.98,45.65,4.7975
2015-01-05,26.5625,77.19,60.55,46.325,4.9475
2015-01-02,27.3325,78.45,62.49,46.76,5.0325
2014-12-31,27.595,78.02,62.58,46.45,5.0125
2014-12-30,28.13,79.22,63.15,47.02,5.0925
2014-12-29,28.4775,80.02,62.96,47.45,5.14
2014-12-26,28.4975,80.775,62.55,47.88,5.1475
2014-12-24,28.0025,80.77,62.48,48.14,5.1425
2014-12-23,28.135,80.61,62.48,48.45,5.1625
2014-12-22,28.235,81.45,61.94,47.98,5.195
2014-12-19,27.945,79.88,61.93,47.66,5.105
2014-12-18,28.1625,78.4,61.48,47.52,5.055
2014-12-17,27.3525,76.11,59.77,45.74,5.035
2014-12-16,26.6863,74.69,58.43,45.16,4.8363
2014-12-15,27.0563,76.99,59.16,46.67,4.8925
2014-12-12,27.4325,77.83,60.04,46.95,4.9075
2014-12-11,27.905,77.73,61.14,47.17,5.065
2014-12-10,27.9875,76.18,60.68,46.9,5.0675
2014-12-09,28.53,76.84,62.45,47.59,5.1825
2014-12-08,28.1,76.52,62.67,47.695,5.2
2014-12-05,28.75,76.36,62.7,48.42,5.2675
2014-12-04,28.8725,75.24,61.38,48.84,5.2375
2014-12-03,28.9825,74.88,61.54,48.08,5.285
2014-12-02,28.6575,75.46,61.08,48.46,5.1525
2014-12-01,28.7675,75.1,60.0,48.62,5.145
2014-11-28,29.7325,77.7,60.16,47.81,5.2425
2014-11-26,29.75,77.62,60.34,47.75,5.2288
2014-11-25,29.4,75.63,60.3,47.47,5.1425
2014-11-24,29.6563,74.01,60.96,47.59,5.145
2014-11-21,29.1175,73.75,60.45,47.98,5.1137
2014-11-20,29.0775,73.6,60.12,48.7,5.085
2014-11-19,28.6675,73.33,60.6,48.22,5.0025
2014-11-18,28.8675,74.34,60.53,48.74,5.0425
2014-11-17,28.4975,74.24,60.38,49.46,4.9238
2014-11-14,28.545,74.88,60.28,49.58,4.9463
2014-11-13,28.205,74.25,60.23,49.61,4.8875
2014-11-12,27.8125,74.72,60.56,48.78,4.9113
2014-11-11,27.425,74.61,61.37,48.87,4.945
2014-11-10,27.2075,75.0,61.93,48.89,5.005
2014-11-07,27.2525,75.6,61.45,48.68,4.9475
2014-11-06,27.175,75.26,61.23,48.7,5.055
2014-11-05,27.215,74.83,61.15,47.86,5.0325
2014-11-04,27.15,75.76,60.25,47.57,5.0325
2014-11-03,27.35,73.88,60.88,47.44,4.9675
2014-10-31,27.0,74.99,60.48,46.95,4.885
2014-10-30,26.745,74.11,59.39,46.05,4.6725
2014-10-29,26.835,75.86,59.29,46.62,4.7013
2014-10-28,26.685,80.77,59.63,46.49,4.7325
2014-10-27,26.2775,80.28,58.64,45.91,4.6225
2014-10-24,26.305,80.67,58.74,46.13,4.62
2014-10-23,26.2075,80.04,58.06,45.02,4.5713
2014-10-22,25.7475,78.37,57.45,44.38,4.4725
2014-10-21,25.6175,78.69,57.93,44.88,4.58
2014-10-20,24.94,76.95,56.63,44.08,4.3925
2014-10-17,24.4175,75.95,56.2,43.63,4.355
2014-10-16,24.065,72.63,55.08,42.74,4.3625
2014-10-15,24.385,73.21,55.53,43.22,4.36
2014-10-14,24.6875,73.59,57.99,43.73,4.2938
2014-10-13,24.9525,72.99,58.16,43.65,4.1963
2014-10-10,25.1825,72.91,58.52,44.03,4.2113
2014-10-09,25.255,75.91,59.08,45.85,4.4775
2014-10-08,25.2,77.52,60.4,46.78,4.565
2014-10-07,24.6875,76.29,59.27,45.53,4.4813
2014-10-06,24.905,77.555,60.18,46.09,4.53
2014-10-03,24.905,77.44,60.3,46.09,4.5575
2014-10-02,24.975,77.08,58.84,45.76,4.5475
2014-10-01,24.795,76.55,59.77,45.9,4.5675
2014-09-30,25.1875,79.04,60.24,46.36,4.6125
2014-09-29,25.0275,79.0,60.33,46.44,4.6288
2014-09-26,25.1875,78.79,60.56,46.41,4.6363
2014-09-25,24.4675,77.22,60.15,46.04,4.6275
2014-09-24,25.4375,78.535,61.63,47.08,4.73
2014-09-23,25.66,78.29,60.94,46.56,4.7025
2014-09-22,25.265,76.8,60.91,47.06,4.7225
2014-09-19,25.24,77.91,61.11,47.52,4.77
2014-09-18,25.4475,77.0,61.32,46.68,4.86
2014-09-17,25.395,76.43,60.31,46.52,4.7875
2014-09-16,25.215,76.08,59.99,46.76,4.7838
2014-09-15,25.4075,74.58,59.94,46.24,4.715
2014-09-12,25.415,77.48,60.03,46.695,4.78
2014-09-11,25.3575,77.92,59.76,47.0,4.8525
2014-09-10,25.25,77.43,59.22,46.84,4.9025
2014-09-09,24.4975,76.67,59.06,46.76,4.885
2014-09-08,24.59,77.89,59.89,46.47,4.9475
2014-09-05,24.7425,77.26,59.91,45.91,4.9925
2014-09-04,24.53,75.95,59.71,45.26,5.0075
2014-09-03,24.735,75.83,59.7,44.96,4.9213
2014-09-02,25.825,76.68,59.67,45.09,4.8738
2014-08-29,25.625,74.82,59.45,45.43,4.8625
2014-08-28,25.5625,73.855,59.16,44.88,4.8475
2014-08-27,25.5325,74.63,59.59,44.87,4.8075
2014-08-26,25.2223,75.9601,59.74,45.005,4.8637
2014-08-25,25.385,75.02,59.34,45.17,4.7775
2014-08-22,25.33,74.57,58.49,45.15,4.77
2014-08-21,25.145,74.57,58.5,45.22,4.7675
2014-08-20,25.1425,74.81,57.64,44.95,4.8125
2014-08-19,25.1325,75.29,57.56,45.33,4.8425
2014-08-18,24.79,74.59,57.23,45.11,4.825
2014-08-15,24.495,73.63,56.75,44.79,4.76
2014-08-14,24.375,74.296,56.98,44.27,4.7
2014-08-13,24.31,73.77,56.72,44.08,4.7525
2014-08-12,23.9925,72.83,56.35,43.52,4.725
2014-08-11,23.9975,73.44,56.32,43.2,4.725
2014-08-08,23.685,73.06,56.34,43.2,4.75
2014-08-07,23.62,73.17,55.91,43.23,4.365
2014-08-06,23.74,72.47,56.23,42.74,4.41
2014-08-05,23.78,72.69,56.06,43.08,4.415
2014-08-04,23.8975,73.51,56.65,43.37,4.4125
2014-08-01,24.0325,72.36,56.48,42.86,4.4225
2014-07-31,23.9,72.65,57.67,43.16,4.375
2014-07-30,24.5375,74.677,58.91,43.5785,4.52
2014-07-29,24.595,73.71,58.64,43.885,4.445
2014-07-28,24.755,74.92,59.19,43.97,4.43
2014-07-25,24.4178,75.19,59.01,44.5,4.4475
2014-07-24,24.2575,74.98,59.17,44.4,4.5275
2014-07-23,24.2975,71.29,59.0,44.87,4.52
2014-07-22,23.68,69.27,58.67,44.83,4.6175
2014-07-21,23.4847,69.4,58.24,44.835,4.6375
2014-07-18,23.6075,68.4199,58.23,44.69,4.61
2014-07-17,23.2725,66.4099,57.86,44.53,4.825
2014-07-16,23.695,67.66,58.71,44.08,4.8375
2014-07-15,23.83,67.165,58.27,42.45,4.8425
2014-07-14,24.1125,67.9,56.29,42.14,4.8225
2014-07-11,23.805,66.34,55.8,42.09,4.7625
2014-07-10,23.7588,64.8725,55.56,41.685,4.7513
2014-07-09,23.8475,64.97,56.02,41.67,4.7775
2014-07-08,23.8375,62.76,55.76,41.78,4.6375
2014-07-07,23.992,65.29,56.67,41.99,4.675
