date,AAPL,FB,JPM,MSFT,NVDA
2014-07-03,23.5075,66.29,57.05,41.8,4.7125
2014-07-02,23.37,66.45,56.97,41.9,4.6706
2014-07-01,23.38,68.06,57.57,41.87,4.6875
2014-06-30,23.2325,67.29,57.62,41.7,4.635
2014-06-27,22.995,67.6,57.53,42.25,4.595
2014-06-26,22.725,67.13,57.39,41.72,4.59
2014-06-25,22.59,67.44,57.53,42.03,4.6525
2014-06-24,22.57,65.72,57.42,41.745,4.605
2014-06-23,22.7075,65.37,58.19,41.99,4.6775
2014-06-20,22.7275,64.5,57.55,41.68,4.7325
2014-06-19,22.965,64.3415,57.3,41.51,4.7845
2014-06-18,23.045,65.6,57.78,41.65,4.8975
2014-06-17,23.02,64.4,57.42,41.68,4.9025
2014-06-16,23.05,64.19,56.87,41.5,4.87
2014-06-13,22.82,64.5,57.04,41.23,4.885
2014-06-12,23.0725,64.2901,57.04,40.58,4.88
2014-06-11,23.465,65.781,57.27,40.86,4.85
2014-06-10,23.5625,65.77,57.9,41.11,4.7875
2014-06-09,23.425,62.88,57.42,41.27,4.7625
2014-06-06,23.0561,62.5,56.97,41.48,4.7575
2014-06-05,23.1196,63.186,56.63,41.21,4.74
2014-06-04,23.0293,63.34,55.68,40.32,4.72
2014-06-03,22.7693,62.87,55.6,40.29,4.715
2014-06-02,22.4518,63.08,55.35,40.79,4.735
2014-05-30,22.6071,63.3,55.57,40.94,4.75
2014-05-29,22.6921,63.83,55.72,40.34,4.7375
2014-05-28,22.2861,63.51,55.45,40.01,4.745
2014-05-27,22.3439,63.48,55.14,40.19,4.705
2014-05-23,21.9332,61.351,54.53,40.12,4.6225
2014-05-22,21.6882,60.52,54.55,40.1,4.58
2014-05-21,21.6539,60.49,54.12,40.35,4.56
2014-05-20,21.5968,58.56,53.72,39.68,4.56
2014-05-19,21.5925,59.21,53.83,39.75,4.635
2014-05-16,21.3396,58.0199,53.31,39.83,4.49
2014-05-15,21.0293,57.919,53.51,39.6,4.5
2014-05-14,21.2096,59.23,54.36,40.24,4.525
2014-05-13,21.2057,59.83,54.62,40.42,4.57
2014-05-12,21.1725,59.83,54.65,39.97,4.645
2014-05-09,20.9122,57.24,54.01,39.54,4.5125
2014-05-08,20.9996,56.76,54.36,39.64,4.625
2014-05-07,21.1546,57.39,54.05,39.425,4.5688
2014-05-06,21.2289,58.53,53.34,39.06,4.5625
2014-05-05,21.4629,61.22,54.22,39.43,4.6575
2014-05-02,21.1636,60.46,55.58,39.69,4.6075
2014-05-01,21.1243,61.15,55.72,40.0,4.6425
2014-04-30,21.0746,59.78,55.98,40.4,4.6175
2014-04-29,21.1546,58.15,56.1,40.51,4.6725
2014-04-28,21.2175,56.14,55.49,40.87,4.6625
2014-04-25,20.4264,57.71,55.7,39.91,4.6825
2014-04-24,20.2775,60.87,56.19,39.86,4.815
2014-04-23,18.7411,61.36,56.05,39.69,4.7725
2014-04-22,18.9893,63.0301,55.81,39.99,4.7175
2014-04-21,18.9704,61.24,55.03,39.94,4.6775
2014-04-17,18.7479,58.94,55.22,40.01,4.64
2014-04-16,18.5361,59.72,55.26,40.4,4.6225
2014-04-15,18.4986,59.09,54.8,39.75,4.6125
2014-04-14,18.6314,58.89,54.96,39.18,4.58
2014-04-11,18.5575,58.53,55.3,39.209,4.53
2014-04-10,18.6957,59.16,57.4,39.36,4.595
2014-04-09,18.94,62.41,59.27,40.47,4.71
2014-04-08,18.6943,58.1901,58.85,39.82,4.715
2014-04-07,18.6954,56.95,59.0,39.8,4.5525
2014-04-04,18.9936,56.749,59.81,39.87,4.5375
2014-04-03,19.2425,59.49,60.66,41.01,4.6825
2014-04-02,19.3768,62.72,60.48,41.35,4.6325
2014-04-01,19.3446,62.62,60.67,41.42,4.6625
2014-03-31,19.1693,60.24,60.71,40.99,4.4775
2014-03-28,19.1736,60.01,60.04,40.3,4.475
2014-03-27,19.195,60.97,59.92,39.36,4.4475
2014-03-26,19.2779,60.385,59.9,39.79,4.5075
2014-03-25,19.4639,64.89,60.93,40.34,4.6125
2014-03-24,19.2568,64.1,61.07,40.5,4.6125
2014-03-21,19.0311,67.24,60.17,40.16,4.635
2014-03-20,18.8821,66.97,60.11,40.33,4.6425
2014-03-19,18.9736,68.24,58.3,39.27,4.6388
2014-03-18,18.9786,69.19,58.06,39.55,4.56
2014-03-17,18.8121,68.7399,57.58,38.05,4.455
2014-03-14,18.7389,67.72,56.8,37.7,4.455
2014-03-13,18.9518,68.83,57.42,37.89,4.435
2014-03-12,19.1646,70.8799,57.92,38.27,4.58
2014-03-11,19.1461,70.1,58.19,38.02,4.5675
2014-03-10,18.9614,72.03,59.2,37.82,4.5225
2014-03-07,18.9443,69.8,59.4,37.9,4.59
2014-03-06,18.9554,70.84,58.9,38.15,4.595
2014-03-05,19.0129,71.57,58.16,38.11,4.66
2014-03-04,18.9729,68.8,57.26,38.41,4.62
2014-03-03,18.8486,67.41,56.21,37.78,4.5725
2014-02-28,18.7943,68.46,56.82,38.31,4.595
2014-02-27,18.8454,68.94,56.69,37.86,4.625
2014-02-26,18.4768,69.26,56.75,37.47,4.6775
2014-02-25,18.645,69.85,57.03,37.54,4.685
2014-02-24,18.8411,70.78,58.03,37.69,4.7275
2014-02-21,18.7589,68.59,57.61,37.98,4.66
2014-02-20,18.9696,69.63,57.58,37.75,4.695
2014-02-19,19.1918,68.06,57.26,37.51,4.535
2014-02-18,19.4996,67.3,58.49,37.42,4.475
2014-02-14,19.4282,67.09,58.15,37.62,4.4775
2014-02-13,19.4439,67.33,58.03,37.61,4.34
2014-02-12,19.14,64.45,57.52,37.47,4.2075
2014-02-11,19.1414,64.851,57.43,37.175,4.0625
2014-02-10,18.8925,63.548,56.74,36.8,3.98
2014-02-07,18.56,64.32,56.62,36.56,3.9675
2014-02-06,18.3039,62.16,56.48,36.18,3.91
2014-02-05,18.3068,62.19,55.21,35.82,3.86
2014-02-04,18.1711,62.75,54.95,36.35,3.895
2014-02-03,17.9118,61.48,54.31,36.48,3.8725
2014-01-31,17.8786,62.57,55.36,37.84,3.925
2014-01-30,17.8494,61.08,56.0,36.86,3.93
2014-01-29,17.8839,53.53,55.53,36.66,3.865
2014-01-28,18.0893,55.14,55.74,36.27,3.9025
2014-01-27,19.6607,53.55,55.09,36.03,3.865
2014-01-24,19.5025,54.45,55.09,36.805,3.89
2014-01-23,19.8636,56.63,56.47,36.055,3.9925
2014-01-22,19.6968,57.51,57.59,35.93,4.0075
2014-01-21,19.6096,58.51,58.17,36.17,4.0125
2014-01-17,19.3096,56.3,58.11,36.38,3.9975
2014-01-16,19.7946,57.19,58.99,36.89,4.015
2014-01-15,19.9057,57.6,59.49,36.76,4.0025
2014-01-14,19.5139,57.74,57.74,35.78,3.96
2014-01-13,19.1332,55.91,57.7,34.98,3.84
2014-01-10,19.0336,57.94,58.49,36.04,3.9325
2014-01-09,19.1614,57.22,58.76,35.53,3.9375
2014-01-08,19.4093,58.23,58.87,35.76,4.09
2014-01-07,19.2871,57.92,58.32,36.41,4.035
2014-01-06,19.4261,57.2,59.0,36.13,3.97
2014-01-03,19.3207,54.557,58.66,36.91,3.9175
2014-01-02,19.7546,54.71,58.21,37.16,3.965
2013-12-31,20.0364,54.649,58.48,37.41,4.005
2013-12-30,19.8043,53.71,57.95,37.29,3.9925
2013-12-27,20.0032,55.44,58.14,37.29,3.94
2013-12-26,20.1393,57.73,58.2,37.44,3.9175
2013-12-24,20.2739,57.96,58.25,37.08,3.955
2013-12-23,20.3604,57.77,58.24,36.62,3.945
2013-12-20,19.6079,55.12,57.7,36.8,3.9213
2013-12-19,19.445,55.05,57.23,36.25,3.845
2013-12-18,19.6704,55.57,57.24,36.58,3.83
2013-12-17,19.8211,54.86,55.72,36.52,3.7775
2013-12-16,19.9107,53.81,56.42,36.885,3.76
2013-12-13,19.8011,53.32,56.17,36.69,3.755
2013-12-12,20.0193,51.83,56.31,37.22,3.7775
2013-12-11,20.0486,49.38,56.07,37.61,3.8525
2013-12-10,20.1982,50.245,56.7,38.11,3.89
2013-12-09,20.2296,48.84,56.51,38.705,3.8013
2013-12-06,20.0007,47.94,56.06,38.36,3.8675
2013-12-05,20.2822,48.34,55.82,38.0,3.925
2013-12-04,20.1786,48.62,57.19,38.94,3.99
2013-12-03,20.2258,46.73,56.86,38.31,3.935
2013-12-02,19.6868,47.06,56.98,38.45,3.9375
2013-11-29,19.8596,47.01,57.22,38.13,3.9
2013-11-27,19.4986,46.49,57.48,37.6,3.925
2013-11-26,19.05,45.89,57.17,37.35,3.91
2013-11-25,18.705,44.82,57.65,37.64,3.8775
2013-11-22,18.5643,46.23,57.46,37.57,3.795
2013-11-21,18.612,46.7,57.22,37.4,3.8325
2013-11-20,18.3929,46.43,56.1,37.08,3.8025
2013-11-19,18.5554,46.36,56.15,36.74,3.86
2013-11-18,18.5225,45.83,55.74,37.2,3.945
2013-11-15,18.7497,49.01,54.87,37.841,4.0425
2013-11-14,18.8629,48.99,54.4,38.021,4.055
2013-11-13,18.5941,48.71,54.14,38.155,4.0375
2013-11-12,18.5718,46.605,53.97,37.36,3.9288
2013-11-11,18.5374,46.2,54.1,37.59,3.9225
2013-11-08,18.5914,47.53,53.96,37.78,3.89
2013-11-07,18.3033,47.56,51.65,37.5,3.6363
2013-11-06,18.6043,49.12,52.1,38.18,3.725
2013-11-05,18.766,50.105,51.95,36.64,3.7
2013-11-04,18.8125,48.22,52.04,35.94,3.705
2013-11-01,18.5725,49.75,52.51,35.525,3.8138
2013-10-31,18.6679,50.205,51.54,35.405,3.7973
2013-10-30,18.7463,49.01,52.6,35.54,3.805
2013-10-29,18.4528,49.395,52.73,35.52,3.8075
2013-10-28,18.9241,50.229,52.68,35.57,3.8025
2013-10-25,18.7842,51.95,52.77,35.73,3.81
2013-10-24,18.9968,52.445,52.48,33.72,3.8463
2013-10-23,18.7486,51.9,52.75,33.76,3.8753
2013-10-22,18.5667,52.675,53.62,34.58,3.9425
2013-10-21,18.6201,53.85,54.27,34.99,3.9625
2013-10-18,18.1746,54.22,54.3,34.96,3.9525
2013-10-17,18.0179,52.21,54.21,34.92,3.9075
2013-10-16,17.8969,51.135,54.0,34.64,3.9
2013-10-15,17.81,49.5,52.31,34.49,3.8525
2013-10-14,17.7157,49.51,52.71,34.45,3.8725
2013-10-11,17.6004,49.11,52.51,34.13,3.815
2013-10-10,17.4871,49.05,52.52,33.76,3.8463
2013-10-09,17.3781,46.77,50.75,33.07,3.805
2013-10-08,17.1764,47.14,50.87,33.01,3.865
2013-10-07,17.4196,50.515,51.83,33.3,3.8975
2013-10-04,17.2511,51.04,52.67,33.88,3.8975
2013-10-03,17.2646,49.183,51.94,33.86,3.845
2013-10-02,17.4843,50.28,52.09,33.92,3.885
2013-10-01,17.4271,50.42,51.96,33.58,3.8875
2013-09-30,17.0268,50.23,51.69,33.28,3.89
2013-09-27,17.2411,51.24,52.24,33.27,3.895
2013-09-26,17.365,50.39,51.89,32.77,3.9175
2013-09-25,17.1975,49.46,51.7,32.505,3.9313
2013-09-24,17.4679,48.45,50.32,32.455,3.925
2013-09-23,17.5229,47.19,51.46,32.74,3.91
2013-09-20,16.6932,47.49,52.8,32.791,3.9488
2013-09-19,16.8679,45.98,52.75,33.64,3.9813
2013-09-18,16.5957,45.23,53.41,33.32,3.9998
2013-09-17,16.2614,45.07,53.09,32.93,3.965
2013-09-16,16.0757,42.51,53.14,32.801,3.9525
2013-09-13,16.6036,44.31,52.59,33.03,3.95
2013-09-12,16.8818,44.75,52.24,32.69,3.925
2013-09-11,16.7039,45.04,53.26,32.74,3.9275
2013-09-10,17.6657,43.6,53.67,32.39,3.8625
2013-09-09,18.0775,44.04,52.86,31.655,3.7813
2013-09-06,17.7936,43.95,52.56,31.152,3.72
2013-09-05,17.6882,42.66,52.11,31.235,3.735
2013-09-04,17.8104,41.78,51.87,31.195,3.725
2013-09-03,17.4493,41.87,51.13,31.88,3.69
2013-08-30,17.4006,41.294,50.53,33.4,3.6875
2013-08-29,17.5607,41.28,50.7,33.55,3.6925
2013-08-28,17.532,40.548,50.58,33.02,3.7
2013-08-27,17.4496,39.64,50.6,33.26,3.7013
2013-08-26,17.9632,41.34,51.8,34.15,3.7488
2013-08-23,17.8936,40.55,52.32,34.75,3.74
2013-08-22,17.9629,38.55,52.21,32.39,3.74
2013-08-21,17.9414,38.32,51.63,31.61,3.72
2013-08-20,17.8954,38.41,52.12,31.62,3.7375
2013-08-19,18.1336,37.81,51.83,31.393,3.7375
2013-08-16,17.9404,37.08,53.29,31.8,3.7973
2013-08-15,17.7825,36.56,53.29,31.79,3.7813
2013-08-14,17.8036,36.65,54.15,32.35,3.7575
2013-08-13,17.4846,37.019,54.29,32.23,3.605
2013-08-12,16.6914,38.22,54.09,32.87,3.5925
2013-08-09,16.2304,38.5,54.52,32.7,3.6225
2013-08-08,16.4646,38.54,54.83,32.89,3.6748
2013-08-07,16.6064,38.87,55.3,32.063,3.65
2013-08-06,16.6161,38.55,55.49,31.58,3.6525
2013-08-05,16.7661,39.189,56.1,31.7,3.7075
2013-08-02,16.5193,38.05,56.49,31.89,3.69
2013-08-01,16.3099,37.489,56.54,31.67,3.66
2013-07-31,16.1618,36.8,55.73,31.84,3.6088
2013-07-30,16.19,37.627,55.33,31.85,3.6025
2013-07-29,15.9925,35.43,55.69,31.54,3.5425
2013-07-26,15.7496,34.01,56.05,31.62,3.55
2013-07-25,15.6607,34.359,56.5,31.39,3.565
2013-07-24,15.7325,26.51,56.63,31.96,3.5525
2013-07-23,14.9639,26.13,56.67,31.82,3.5525
2013-07-22,15.2254,26.045,56.56,32.01,3.5575
2013-07-19,15.1768,25.881,56.16,31.4,3.56
2013-07-18,15.4199,26.18,56.37,35.44,3.6375
2013-07-17,15.3682,26.65,55.27,35.74,3.6525
2013-07-16,15.3641,26.32,55.01,36.27,3.6725
2013-07-15,15.2657,26.28,54.89,36.17,3.6525
2013-07-12,15.2325,25.91,54.97,35.67,3.66
2013-07-11,15.2603,25.81,55.14,35.685,3.6575
2013-07-10,15.0261,25.8,54.83,34.7,3.6075
2013-07-09,15.0839,25.48,54.89,34.35,3.5603
2013-07-08,14.8232,24.71,54.7,34.325,3.5413
2013-07-05,14.9079,24.37,53.99,34.21,3.56
2013-07-03,15.0286,24.52,52.77,34.01,3.5325
2013-07-02,14.9461,24.41,52.8,33.94,3.5225
2013-07-01,14.615,24.81,52.49,34.36,3.525
2013-06-28,14.1618,24.88,52.79,34.545,3.51
2013-06-27,14.0636,24.66,53.15,34.62,3.5025
2013-06-26,14.2168,24.16,52.5,34.35,3.535
2013-06-25,14.3796,24.25,52.08,33.67,3.555
2013-06-24,14.3764,23.935,50.92,33.715,3.53
2013-06-21,14.7679,24.53,51.96,33.265,3.6038
2013-06-20,14.8871,23.9,52.48,33.49,3.61
2013-06-19,15.1071,24.309,53.55,34.59,3.71
2013-06-18,15.4204,24.21,54.11,34.98,3.6
2013-06-17,15.4286,24.022,53.85,35.0,3.6225
2013-06-14,15.3589,23.63,53.13,34.4,3.5875
